Manufacturer,Model,Vendor Analyte Name,Vendor Specimen Description,Vendor Result Description,LOINC Code,LOINC long Name,Vendor Analyte Code,Vendor Comment,Vendor Reference ID,Equipment UID,Equipment UID Type,Component,Property,Time,System,Scale,Method,Publication Version ID
KorvaLabs,Curative-Korva SARS-Cov-2 Assay*,SARS-CoV-2 nucleic acid,"Nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
oral fluid (119342007^Saliva specimen^SCT)","Presumptive positive (720735008^Presumptive positive^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200602
Labcorp - Roche ,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",RNase P,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",68993-5,Human RNase P RNA [Presence] in Unspecified specimen by NAA with probe detection,,,,,,Human RNase P RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,20200428
Labcorp - Roche ,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",SARS-CoV-2 Report,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","SARS-CoV-2 RNA is Detected (260373001^Detected^SCT)
SARS-CoV-2 RNA is Presumptive Positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 RNA is Not Detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Labcorp - Roche ,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",Target 1 (SARS-CoV-2 ORF1ab region),"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Labcorp - Roche ,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",Target 2 (Sarbecovirus = SARS-related),"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",94502-2,SARS-related coronavirus RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS-related coronavirus RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Labcorp,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",RNase P,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",68993-5,Human RNase P RNA [Presence] in Unspecified specimen by NAA with probe detection,,,,,,Human RNase P RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,20200428
Labcorp,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",SARS-CoV-2 Report,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","SARS-CoV-2 RNA is Detected (260373001^Detected^SCT)
SARS-CoV-2 RNA is Presumptive Positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 RNA is Not Detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Labcorp,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",Target 1 (SARS-CoV-2 ORF1ab region),"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Labcorp,"Roche MagNA Pure-96 (MP96) using
MagNA Pure 96 DNA and Viral NA Small Volume Kit and Applied Biosystems
QuantStudio7 Flex (QS7) instrument with software version 1.3.",Target 2 (Sarbecovirus = SARS-related),"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
",94502-2,SARS-related coronavirus RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS-related coronavirus RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
LabGenomics Co. Ltd.,LabGun COVID-19 RT-PCR Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not detected (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
LabGenomics Co.,LabGun COVID-19 RT-PCR Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not detected (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
LabGenomics,LabGun COVID-19 RT-PCR Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not detected (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
LifeHope Labs,LifeHope 2019-nCoV Real-Time RT-PCR Diagnostic Panel,SARS-CoV-2 RNA,"upper respiratory specimens such as
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive Result (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
LifeHope,LifeHope 2019-nCoV Real-Time RT-PCR Diagnostic Panel,SARS-CoV-2 RNA,"upper respiratory specimens such as
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive Result (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
Luminex Corporation,ARIES SARS-CoV-2 Assay,SARS-CoV-2 Result Interpretation,nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT),"SARS-CoV-2 RNA positive (260373001^Detected^SCT)
SARS-CoV-2 RNA negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94759-8,SARS coronavirus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,20200505
Luminex Molecular Diagnostics,NxTAG? CoV Extended Panel Assay,SARS-CoV-2 Result Interpretation,nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT) ,"Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94759-8,SARS coronavirus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,20200505
Maccura Biotechnology (USA) LL,SARS-CoV-2 Fluorescent PCR Kit*,SARS-CoV-2 viral nucleic acids,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)","SARS-CoV-2 Positive?(260373001^Detected^SCT)
SARS-CoV-2 Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200602
Massachusetts General Hospital,LDT: MGH COVID-19 qPCR assay*,,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)
","Positive  2019-NCoV  (260373001^Detected^SCT)
Not detected (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Massachusetts General Hospital,MGH COVID-19 qPCR assay*,,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)
","Positive  2019-NCoV  (260373001^Detected^SCT)
Not detected (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
"Mayo Clinic Laboratories, Rochester, MN",LDT: SARS-CoV-2 Molecular Detection Assay*,,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)
lower respiratory tract aspirates (309171007^Lower respiratory fluid sample^SCT)","Detected (260373001^Detected^SCT)
Undetected (260415000^Not detected^SCT)
Indeterminate (82334004^Indeterminate))
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
"Mayo Clinic Laboratories, Rochester, MN",SARS-CoV-2 Molecular Detection Assay*,,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)
lower respiratory tract aspirates (309171007^Lower respiratory fluid sample^SCT)","Detected (260373001^Detected^SCT)
Undetected (260415000^Not detected^SCT)
Indeterminate (82334004^Indeterminate))
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Mesa Biotech,Accula SARS-Cov-2 Test*,SARS-Cov-2 Interpretation,nasal swab (445297001^Swab of internal nose^SCT),"Positive Test for SARS-CoV-2 (260373001^Detected^SCT)
Negative Test for SARS-CoV-2 (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",95409-9,SARS-CoV-2 (COVID-19) N gene [Presence] in Nose by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Nose,Ord,Probe.amp.tar,20200630
Nationwide Children?s Hospital,LDT: SARS-CoV-2 Assay*,,"Upper and lower respiratory specimens, such as:
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT) or (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)
lower respiratory tract aspirates (309171007^Lower respiratory fluid sample^SCT)
sputum ?(119334006^Sputum specimen^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Nationwide Children?s Hospital,SARS-CoV-2 Assay*,,"Upper and lower respiratory specimens, such as:
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT) or (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)
lower respiratory tract aspirates (309171007^Lower respiratory fluid sample^SCT)
sputum ?(119334006^Sputum specimen^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
NeuMoDx Molecular,NeuMoDx? SARS-CoV-2 Assay*,SARS-CoV2 Result Interpretation,"Nasal specimen (429931000124105^Nasal aspirate specimen^SCT or 445297001^Swab of internal nose^SCT)
nasopharyngeal specimen (258500001^Nasopharyngeal swab^SCT or nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
oropharyngeal specimen (258529004^Throat swab^SCT)","SARS-CoV-2 RNA detected (260373001^Detected^SCT)
SARS-CoV-2 RNA not detected (260415000^Not detected^SCT)
All target results were invalid  (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
NeuMoDx Molecular,SARS-CoV-2 Assay*,SARS-CoV2 Result Interpretation,"Nasal specimen (429931000124105^Nasal aspirate specimen^SCT or 445297001^Swab of internal nose^SCT)
nasopharyngeal specimen (258500001^Nasopharyngeal swab^SCT or nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
oropharyngeal specimen (258529004^Throat swab^SCT)","SARS-CoV-2 RNA detected (260373001^Detected^SCT)
SARS-CoV-2 RNA not detected (260415000^Not detected^SCT)
All target results were invalid  (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
NY Wadsworth,New York SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Panel*,RNase P,"Nasopharyngeal Swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
433801000124107^Nasopharyngeal and oropharyngeal swab^SCT
sputum (119334006^Sputum specimen^SCT)
saliva (119342007^Saliva specimen^SCT)
nasal swab (445297001^Swab of internal nose^SCT)","+ (260373001^Detected^SCT)
- (260415000^Not Detected^SCT)",68993-5,Human RNase P RNA [Presence] in Unspecified specimen by NAA with probe detection,,,,,,Human RNase P RNA,PrThr,PT,XXX,Ord,Probe.amp.tar,20200428
